Start time,End time,Move Minutes count,Average systolic blood pressure (mmHg),Max systolic blood pressure (mmHg),Min systolic blood pressure (mmHg),Average diastolic blood pressure (mmHg),Max diastolic blood pressure (mmHg),Min diastolic blood pressure (mmHg),Body position,Blood pressure measurement location,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average oxygen saturation (%),Max oxygen saturation (%),Min oxygen saturation (%),Average supplemental oxygen flow rate (L/min),Max supplemental oxygen flow rate (L/min),Min supplemental oxygen flow rate (L/min),Oxygen therapy administration mode,Oxygen saturation system,Oxygen saturation measurement method,Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg)
00:00:00.000-04:00,00:15:00.000-04:00,,,,,,,,,,15.625000044703485,19.799999952316284,,,63.42857142857143,79.0,55.0,,,,,94.35357257298062,96.4000015258789,91.5,0.0,0.0,0.0,,,,0.09576271146030749,0.1440677966101695,0.04745762631044549,28,,,
00:15:00.000-04:00,00:30:00.000-04:00,,,,,,,,,,15.625000044703485,4.199999809265137,,,61.82142857142857,71.0,57.0,,,,,90.47142737252373,91.0999984741211,89.69999694824219,0.0,0.0,0.0,,,,0.07118643744517181,0.07118643744517181,0.07118643744517181,6,,,
00:30:00.000-04:00,00:45:00.000-04:00,,,,,,,,,,15.625000044703485,,,,57.392857142857146,60.0,55.0,,,,,89.8607131413051,90.69999694824219,89.5,0.0,0.0,0.0,,,,,,,,,,
00:45:00.000-04:00,01:00:00.000-04:00,,,,,,,,,,15.625000044703485,,,,55.107142857142854,56.0,55.0,,,,,89.00357191903251,91.9000015258789,83.80000305175781,0.0,0.0,0.0,,,,,,,,,,
01:00:00.000-04:00,01:15:00.000-04:00,,,,,,,,,,15.625000044703485,,,,57.392857142857146,63.0,54.0,,,,,87.62857219151088,89.0,83.80000305175781,0.0,0.0,0.0,,,,,,,,,,
01:15:00.000-04:00,01:30:00.000-04:00,,,,,,,,,,15.625000044703485,2.799999952316284,,,64.85714285714286,80.0,59.0,,,,,89.62142971583776,90.4000015258789,88.4000015258789,0.0,0.0,0.0,,,,0.04745762631044549,0.04745762631044549,0.04745762631044549,4,,,
01:30:00.000-04:00,01:45:00.000-04:00,,,,,,,,,,15.625000044703485,,,,59.357142857142854,64.0,58.0,,,,,90.56428609575543,90.9000015258789,89.9000015258789,0.0,0.0,0.0,,,,,,,,,,
01:45:00.000-04:00,02:00:00.000-04:00,,,,,,,,,,15.625000044703485,,,,58.535714285714285,67.0,56.0,,,,,91.21785736083984,91.69999694824219,90.69999694824219,0.0,0.0,0.0,,,,,,,,,,
02:00:00.000-04:00,02:15:00.000-04:00,,,,,,,,,,15.625000044703485,,,,62.857142857142854,65.0,60.0,,,,,,,,,,,,,,,,,,,,
02:15:00.000-04:00,02:30:00.000-04:00,,,,,,,,,,15.625000044703485,,,,62.357142857142854,70.0,59.0,,,,,97.742856161935,98.5,97.19999694824219,0.0,0.0,0.0,,,,,,,,,,
02:30:00.000-04:00,02:45:00.000-04:00,,,,,,,,,,15.625000044703485,,,,59.964285714285715,64.0,58.0,,,,,,,,,,,,,,,,,,,,
02:45:00.000-04:00,03:00:00.000-04:00,,,,,,,,,,15.625000044703485,,,,58.357142857142854,62.0,57.0,,,,,,,,,,,,,,,,,,,,
03:00:00.000-04:00,03:15:00.000-04:00,,,,,,,,,,15.625000044703485,,,,58.214285714285715,64.0,55.0,,,,,96.22500038146973,97.0999984741211,95.5999984741211,0.0,0.0,0.0,,,,,,,,,,
03:15:00.000-04:00,03:30:00.000-04:00,,,,,,,,,,15.625000044703485,,,,58.214285714285715,61.0,56.0,,,,,94.26428604125977,95.0,91.80000305175781,0.0,0.0,0.0,,,,,,,,,,
03:30:00.000-04:00,03:45:00.000-04:00,,,,,,,,,,15.625000044703485,,,,58.5,63.0,54.0,,,,,90.4285708836147,91.69999694824219,89.30000305175781,0.0,0.0,0.0,,,,,,,,,,
03:45:00.000-04:00,04:00:00.000-04:00,,,,,,,,,,15.625000044703485,,,,58.607142857142854,63.0,56.0,,,,,91.0999984741211,91.0999984741211,91.0999984741211,0.0,0.0,0.0,,,,,,,,,,
04:00:00.000-04:00,04:15:00.000-04:00,,,,,,,,,,15.625000044703485,29.69999933242798,,,71.14285714285714,85.0,59.0,,,,,,,,,,,,,,0.12777777445518362,0.17966100725076967,0.07118643744517181,42,,,
04:15:00.000-04:00,04:30:00.000-04:00,,,,,,,,,,15.625000044703485,,,,56.82142857142857,59.0,55.0,,,,,,,,,,,,,,,,,,,,
04:30:00.000-04:00,04:45:00.000-04:00,,,,,,,,,,15.625000044703485,,,,55.035714285714285,59.0,53.0,,,,,,,,,,,,,,,,,,,,
04:45:00.000-04:00,05:00:00.000-04:00,,,,,,,,,,15.625000044703485,,,,53.214285714285715,56.0,52.0,,,,,,,,,,,,,,,,,,,,
05:00:00.000-04:00,05:15:00.000-04:00,,,,,,,,,,15.625000044703485,,,,54.5,60.0,51.0,,,,,,,,,,,,,,,,,,,,
05:15:00.000-04:00,05:30:00.000-04:00,,,,,,,,,,15.625000044703485,,,,55.892857142857146,58.0,54.0,,,,,,,,,,,,,,,,,,,,
